Material Repair Log - 2026-02-22 01:36:17.380796
============================================================

3DKitbashing/cameras_and_sensors_01_assets.blend: found=5, marked=0, skipped=5
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/KB 17 Round Caps/506_assets.blend"

kpacks/KB 17 Round Caps/506_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/adv_cube1_7_assets.blend"

kpacks/MA-Cutters-Complex/adv_cube1_7_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/adv_cube2_8_assets.blend"

kpacks/MA-Cutters-Complex/adv_cube2_8_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/adv_cube3_4_assets.blend"

kpacks/MA-Cutters-Complex/adv_cube3_4_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/adv_cube4_3_assets.blend"

kpacks/MA-Cutters-Complex/adv_cube4_3_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/adv_cube4_4_assets.blend"

kpacks/MA-Cutters-Complex/adv_cube4_4_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/adv_cube4_5_assets.blend"

kpacks/MA-Cutters-Complex/adv_cube4_5_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/adv_cube6_7_assets.blend"

kpacks/MA-Cutters-Complex/adv_cube6_7_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/adv_cube7_5_assets.blend"

kpacks/MA-Cutters-Complex/adv_cube7_5_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/circular_piping_assets.blend"

kpacks/MA-Cutters-Complex/circular_piping_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/complex1_assets.blend"

kpacks/MA-Cutters-Complex/complex1_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/cut_test1_1_assets.blend"

kpacks/MA-Cutters-Complex/cut_test1_1_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/cut_test1_2_assets.blend"

kpacks/MA-Cutters-Complex/cut_test1_2_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/cut_test1_assets.blend"

kpacks/MA-Cutters-Complex/cut_test1_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/cutout_adv_assets.blend"

kpacks/MA-Cutters-Complex/cutout_adv_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/doggy_assets.blend"

kpacks/MA-Cutters-Complex/doggy_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/dyna_cert1_assets.blend"

kpacks/MA-Cutters-Complex/dyna_cert1_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/dyna_cert2_assets.blend"

kpacks/MA-Cutters-Complex/dyna_cert2_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/dyna_cert4_assets.blend"

kpacks/MA-Cutters-Complex/dyna_cert4_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/grate_simple1_1_assets.blend"

kpacks/MA-Cutters-Complex/grate_simple1_1_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/latch_cut1_1_assets.blend"

kpacks/MA-Cutters-Complex/latch_cut1_1_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/lite_cut1_1_assets.blend"

kpacks/MA-Cutters-Complex/lite_cut1_1_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/lite_cut1_2_assets.blend"

kpacks/MA-Cutters-Complex/lite_cut1_2_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/lite_cut1_3_assets.blend"

kpacks/MA-Cutters-Complex/lite_cut1_3_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/mx_boxtopcutin_assets.blend"

kpacks/MA-Cutters-Complex/mx_boxtopcutin_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/pipeset_1_1_assets.blend"

kpacks/MA-Cutters-Complex/pipeset_1_1_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/pipeset_1_2_assets.blend"

kpacks/MA-Cutters-Complex/pipeset_1_2_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/rarm_circular_assets.blend"

kpacks/MA-Cutters-Complex/rarm_circular_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/rarm_circular_cross_assets.blend"

kpacks/MA-Cutters-Complex/rarm_circular_cross_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/rarm_circular_m_assets.blend"

kpacks/MA-Cutters-Complex/rarm_circular_m_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/test1_1_assets.blend"

kpacks/MA-Cutters-Complex/test1_1_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Complex/vp_testpart_assets.blend"

kpacks/MA-Cutters-Complex/vp_testpart_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube2_3_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube2_3_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube2_4_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube2_4_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube2_5_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube2_5_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube2_6_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube2_6_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube2_7_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube2_7_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube3_1_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube3_1_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube3_2_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube3_2_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube3_3_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube3_3_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube4_1_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube4_1_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube4_2_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube4_2_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube5_1_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube5_1_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube5_2_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube5_2_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube5_3_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube5_3_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube6_1_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube6_1_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube6_2_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube6_2_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube6_3_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube6_3_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube6_4_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube6_4_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube6_5_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube6_5_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube6_6_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube6_6_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube6_8_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube6_8_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube7_1_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube7_1_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube7_2_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube7_2_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube7_3_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube7_3_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/adv_cube7_4_assets.blend"

kpacks/MA-Cutters-Medium/adv_cube7_4_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/Cast-Rib-Cutter-2_assets.blend"

kpacks/MA-Cutters-Medium/Cast-Rib-Cutter-2_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/Cast-Rib-Cutter-3_assets.blend"

kpacks/MA-Cutters-Medium/Cast-Rib-Cutter-3_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/Cast-Rib-Cutter_assets.blend"

kpacks/MA-Cutters-Medium/Cast-Rib-Cutter_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/circulartankcert_assets.blend"

kpacks/MA-Cutters-Medium/circulartankcert_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/cutout1_2_assets.blend"

kpacks/MA-Cutters-Medium/cutout1_2_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/gn_trighole1_1_assets.blend"

kpacks/MA-Cutters-Medium/gn_trighole1_1_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/gn_trighole_assets.blend"

kpacks/MA-Cutters-Medium/gn_trighole_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/gun_cut1_1_assets.blend"

kpacks/MA-Cutters-Medium/gun_cut1_1_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/gun_trigger_1_assets.blend"

kpacks/MA-Cutters-Medium/gun_trigger_1_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/half_round1_1_assets.blend"

kpacks/MA-Cutters-Medium/half_round1_1_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/half_round1_2_assets.blend"

kpacks/MA-Cutters-Medium/half_round1_2_assets.blend: found=0, marked=0, skipped=0
  ERROR: File error: Error: File format is not supported in file "/Volumes/Storage/3d/kitbash/converted_assets/kpacks/MA-Cutters-Medium/half_round1_assets.blend"

kpacks/MA-Cutters-Medium/half_round1_assets.blend: found=0, marked=0, skipped=0
